motif_index_0based,motif_id,motif_title,motif_gloss,description_present,tradition_frequency,tradition_prevalence
1122,k2a_10,Hero marooned in the underworld,"A man descends down into the well, precipice, etc. Saving a girl or girls, getting treasure etc. he sends them up. After receiving girls and treasure, companions cut the rope and the hero remains below",True,102,0.1101511879049676
1123,k3_10,Tree or rock grows taller,"Hero climbs up a tree or rock to get eggs, nestlings, fruits, honey, etc. Another person makes the tree (rock) grow higher or thicker and the hero is unable to descend back",True,66,0.07127429805615551
1124,k4_10,The bird nester,Person climbs up a tree or rock or descends to a cave to get eggs or nestlings from the bird's nest. Another person remains on the ground. They get into conflict and/or the first person is unable to get back to the ground,True,110,0.11879049676025918
1125,k5_11,The fake nestlings,"To lure the hero into a trap or to send him far away, the antagonist makes a bird or nestlings of excrements or guts",True,11,0.011879049676025918
1126,k6_10,Vine from body excretions,"A vine grows from person's or animal's tears, mucus, urine, etc.",True,22,0.023758099352051837
1127,k7_10,“Like pubis of your wife”,Hero compares something with pubis of another man's wife or sister. The insulted man maroons him in a tree or rock.,True,8,0.008639308855291577
1128,k8a_10,Jonah: swallowed by monster,Person gets into the belly of water being or into the belly of giant creature which appearance and living place remain vague. He kills the monster from the inside and/or returns to earth by himself (i.e. not extracted by other people),True,220,0.23758099352051837
1129,k8aa_10,Jonah: swallowed by bird,Person gets into the belly of a giant bird. He kills it from the inside and/or returns to earth by himself (i.e. not extracted by other people),True,4,0.004319654427645789
1130,k8b_8,Woman is soul of a whale,"Raven gets inside a whale where he sees a woman who asks him not to touch an inner organ of the whale (usually its heart) or a burning lamp. Raven touches it, woman disappears, the whale dies",True,6,0.0064794816414686825
1131,k8c_10,Jonah: swallowed by terrestrial animal,Person gets into the belly of ground animal or bird. He kills it from the inside and/or returns to earth by himself (i.e. not extracted by other people),True,144,0.15550755939524838
1132,k8c1_11,First swallowed by herbivorous animal and then by wolf,Tiny boy is first swallowed by chance by a big herbivorous animal and then carried away by a wolf who began to eat the animal's offal,True,23,0.024838012958963283
1133,k8c2_11,k8c2_11,,False,7,0.00755939524838013
1134,k8c3_11,k8c3_11,,False,21,0.02267818574514039
1135,k8d_10,Jonah: swallowed by anthropomorphic being,Person (often an animal-person) gets into the belly of anthropomorphic being. He kills it from the inside and/or returns to earth by himself (i.e. not extracted by other people),True,59,0.06371490280777538
1136,k8e_11,Gets inside via anus,Person or animal gets into another being through its anus,True,51,0.0550755939524838
1137,k8f_10,Deer in monster’s belly,A swallowed up person finds alive deer in the belly of the monster,True,4,0.004319654427645789
1138,k9_10,God’s wife thrown down from the sky,"The sky chief discovers or thinks that his wife, sister or lover is untrue or incestuous. He throws her down from the sky. She becomes the mistress of the lower or middle world or a part of it or one of her sons gets power over the lower world",True,15,0.016198704103671708
1139,k10a_10,Battle with a bird: a shelter,"Heroes kill a dangerous bird. During or before confrontation they hide inside a shelter (hut, cage, vessel, bag, hollow log) or cover themselves with a protective object",True,14,0.01511879049676026
1140,k10b_10,Cage carried away,A giant bird carries away to its nest a cage or bag with people inside,True,9,0.009719222462203024
1141,k10c_10,Wrapped in guts,"Hero (or twins) hangs on his body a bag with animal bowels full of blood. Breaking them with its claws, the bird thinks that its victim is killed and brings the man to its nest. He kills the adult bird, kills or transforms its nestlings",True,8,0.008639308855291577
1142,k10d_10,Bird carries man to an island,"A flying monster carries a man to a far away island. There he gets to kill the monster. To return, he uses a boat, a bridge or a rope made of parts of the monster's body",True,9,0.009719222462203024
1143,k10e_10,Rescued people,"Getting to a nest of a monstrous bird, a man finds there kidnapped people, helps them to return home",True,9,0.009719222462203024
1144,k10f_7,Nestlings turn into eagles,Hero transforms nestlings or monster bird into common eagles or owls,True,16,0.017278617710583154
1145,k11a_7,Feathers turn into birds,Feathers of giant bird turn into different present day birds,True,17,0.0183585313174946
1146,k12_10,Woman lost and returned,A rival or adversary kidnaps man's wife or bride or takes her sending her man off. The man gets her back,True,234,0.2526997840172786
1147,k12a_10,A strained  bow,"An unrecognized hero comes to a place where his bride or wife has to marry another man or is tuned into a slave. Despite expectations, he gets to strain a tight bow killing his rivals",True,16,0.017278617710583154
1148,k13a_2,Person with cut off leg ascends to the sky,"Certain person's leg or (rare) both legs are cut, torn, or bitten off. He ascends to the sky, usually becomes a constellation or a luminary or gets to the luminary",True,32,0.03455723542116631
1149,k13b_10,Leg bitten off by caiman,"A caiman ferries a man across water body, bites his leg off. The maimed man is transformed into a constellation or into an animal",True,8,0.008639308855291577
1150,k13c_10,Ogress’ daughter avenges death of her mother,"A man marries an ogress' daughter, kills her mother. The wife revenges on him, gets to cut off his leg",True,8,0.008639308855291577
1151,k13d_2,Leg hangs in the sky,A group of boys gets to the sky. The leg of the last one is cut or torn off,True,5,0.005399568034557235
1152,k14_10,Precious advices,A man gives his last money for simple advices. Each of them saves his life or helps to achieve success or he does not follow the advices and gets into trouble,True,100,0.1079913606911447
1153,k14a_10,Thrown into the oven himself,"An antagonist orders to kill the first one who will come in the morning to a certain place. The hero becomes late by chance, the antagonist or his wife or son come and are thrown into the fire",True,26,0.028077753779697623
1154,k14b_10,k14b_10,,False,7,0.00755939524838013
1155,k14c_10,k14c_10,,False,18,0.019438444924406047
1156,k15a_10,Substituted weapon,Hero substitutes powerful person's weapon with a fake,True,29,0.03131749460043196
1157,k15b_10,Substituted barrel of water,"Because containers with alive and dead water (one makes one stronger, another weaker) are imperceptibly exchanged, during the battle the hero drinks the alive water and overcomes his enemy who drinks the dead water",True,19,0.020518358531317494
1158,k15c_10,Clothes of stone,The owner of the stone (ice) clothes kills people. The hero hides his stone clothes and kills him,True,4,0.004319654427645789
1159,k16_10,Girl’s pet turns into a young man,"Disguised as a bird, small animal or insect, the hero lets himself be caught by a girl to have sex with her or to steal valuables possessed by her family or he lets himself be caught by the girl's father to receive opportunity to get to his daughter",True,58,0.06263498920086392
1160,k16a_10,Slips and drops dummy,"Being eager to show that he is a successful hunter, a man walks in front of a girl carrying a game (deer, birds). The girl makes him slip, he drops the false game that proves to be a dummy stuffed with ashes or a termite nest",True,5,0.005399568034557235
1161,k17_10,Ornitomorphic suitor,Ornithomorphic hero impregnates a girl magically or imperceptibly for her,True,58,0.06263498920086392
1162,k18_10,Infant picks out his unknown father,"To get know who is the father or (rare) mother of a small boy, many people come together. Everybody is eager to be recognized as the boy's parent but the boy points at his real father or mother",True,97,0.10475161987041037
1163,k18a_10,Infant takes father’s bow and arrows,"When a small boy has to recognize his father among many men, he comes to him and takes father's bow and arrows",True,12,0.012958963282937365
1164,k18b_10,To cease crying,"A baby boy has to recognize his father or mother among many people. When his parent takes him, the boy ceases crying",True,12,0.012958963282937365
1165,k18c_10,Urinates at his father’s arms,"A baby boy has to recognize his father among many men. When his father takes him, the boy urinates at his arms",True,10,0.01079913606911447
1166,k19a_10,Star-wife,A man maries a star-woman,True,45,0.04859611231101512
1167,k19b_10,Star-husband,A woman maries a star-man,True,54,0.058315334773218146
1168,k19c_10,Star-wife hidden in a bag,"During the day time a man hides his star-wife in a bag, gourd-vessel, and the like",True,7,0.00755939524838013
1169,k19d_8,Star’s husband suffers from cold,"When a man who has married a star gets to the sky, he suffers severe cold and dies either of cold or after touching a forbidden fire",True,4,0.004319654427645789
1170,k19e_10,Wolverine under a tree,"When a woman or two sisters descend from sky back to earth, they get to the top of a tree. Some animals who walk by cannot help them or do not want to help. Wolverine gets women down because he plans to marry them but they escape from him",True,13,0.014038876889848811
1171,k19f_10,Stars help to work,Star person or persons descend to earth to work at the garden plot,True,5,0.005399568034557235
1172,k19g_10,Two stars of different color and brightness,"Two stars are men, an old and a young ones. They look different as about their color or brightness but these characteristics do not correlate (the bright star can prove to be an old man and vice versa. Usually two girls wish these stars for husbands and express different preferences (one prefers bright blue star, another wants small and red one, etc.)",True,32,0.03455723542116631
1173,k20_10,Wish for star-husband or wife realized,"A human person admires a star or (rare) the Moon in the sky, wishes for a star. The star descends to him or her or takes him or her to the sky",True,70,0.0755939524838013
1174,k21_10,Woman descends from the sky by rope,"A sky-dweller marries a woman. Being eager to return to the earth, she secretly climbs down to earth by a rope",True,17,0.0183585313174946
1175,k22_3,Dwarfs and cranes,Different from (common) people inhabitants of a distant land fight with non-human enemies who periodically attack them,True,39,0.042116630669546434
1176,k22a_10,Dwarfs attacked,Birds or other creatures which not dangerous for common people attack dwarfs who live in another world,True,25,0.026997840172786176
1177,k22aa_10,"Humans in the south, birds in the north",A man gets to the country inhabited by migratory birds. They have there human guise but turn into birds going back to the north,True,3,0.0032397408207343412
1178,k22b_10,Man helps inhabitants of other world,Inhabitants of a distant land who have different nature than (normal) human beings struggle from time to time with some non-human enemies. Man helps local dwellers because their enemies are not dangerous for the human beings,True,42,0.04535637149028078
1179,k22c_10,Birds attacked,Inhabitants of a distant country suffer from periodic assaults of the enemies which are not dangerous for common people. These enemies (and sometimes the inhabitants of the country too) are birds,True,8,0.008639308855291577
1180,k23_10,Battle with birds,Birds attack the inhabitants of a distant land or a man who had got to this land,True,35,0.03779697624190065
1181,k23a_8,Feathers are the birds’ weapon,Birds use their feathers as arrows or their arrows and down stick mouth openings of them enemies,True,7,0.00755939524838013
1182,k24_10,Stolen clothes of supernatural woman,"Women who possess supernatural power and usually come from a non-human world (from sky, from under the water, they are winged beings, bird- or animal-persons) take off their clothes (feather skins and the like) or part of it. After the man hides clothes, their owner has to marry him or help him",True,205,0.22138228941684665
1183,k24a_10,Supernatural male hides clothes of human girl,"Supernatural male person (often a snake, a dragon) hides clothes of a human girl or sits on it. To return her clothes she had to become his wife",True,38,0.04103671706263499
1184,k24b_10,To dance in her magic clothes,"Magic wife gets her wings back and flies away after she pretends that putting her real clothes she would be more beautiful, a better dancer, etc.",True,18,0.019438444924406047
1185,k25_10,Woman from sky-world marries mortal man,"A man gets a woman connected with the upper world (bird-maiden, sky fairy, star-woman, etc.), she becomes his wife or (rare) adopted daughter",True,281,0.30345572354211664
1186,k25a1_10,Magic wife finds her clothes,"Magic wife abandons her mortal husband when she finds her clothes (often, her feathers if she is a bird-woman), makes herself the new clothes, receives them from her kin or her husband gives her her clothing believing that she will not abandon him. (Versions with magic wife abandoning her husband because she feels herself offended is not alternative to the “found clothes but in most of the texts these motifs are not combined)",True,80,0.08639308855291576
1187,k25a2_10,Thrown down feathers,Magic wife flies away or makes attempt to fly away when her bird relatives throw down her feathers (wings),True,7,0.00755939524838013
1188,k25b_10,Woman pursues a porcupine and gets to the sky,"Pursuing a porcupine, woman climbs a tree and gets to the upper world",True,7,0.00755939524838013
1189,k25c_10,Baby under a tussock,"Digging roots or gathering sea food on a beach, a woman finds baby-boy. Usually her mother warns her not to dig a certain bulb or not to do it in a certain way. Breaking taboo, the woman finds or conceives baby-boy",True,10,0.01079913606911447
1190,k25d_10,Prohibited bulb in the sky,"Person gets to the sky, makes hole through the firmament digging out a root. Usually woman's husband or his kinsmen warn her against digging out a special bulb or tuber; breaking taboo, she gets to see the earth, decides to descend",True,30,0.032397408207343416
1191,k26_10,A hole in the firmament,"Finding a hole in the ground or making it, person gets to see below another world. Usually the earth is seen from the sky",True,86,0.09287257019438445
1192,k26a_10,Sky opening covered with a stone,"Opening in the firmament is covered with a flat stone. When person puts the stone aside, he or she gets to see the earth",True,14,0.01511879049676026
1193,k27a_10,Ordeal: survive frosty night,An ordeal: to survive frosty night outdoors or in chamber with ice,True,15,0.016198704103671708
1194,k27b_10,Ordeal: to smoke a pipe,An ordeal: to smoke a huge or poisonous pipe or to remain alive in poisonous smoke,True,16,0.017278617710583154
1195,k27c_10,Ordeal: knives and thorns,An ordeal: to remain alive after contact with sharp points or blades,True,27,0.029157667386609073
1196,k27d_10,Ordeal: chamber with dangerous beings,"An ordeal: to remain alive in a closed room full of beasts of prey, poisonous or other dangerous creatures",True,12,0.012958963282937365
1197,k27e_10,Ordeal: to eat much,An ordeal: to eat or drink much or eat or drink poisonous beverage or food,True,113,0.12203023758099352
1198,k27f_10,Difficult task: to build a bridge,A task-giver asks to build a bridge (usually of gold etc.) during a very short time,True,76,0.08207343412526998
1199,k27f1_10,k27f1_10,,False,25,0.026997840172786176
1200,k27g_10,Ordeal: to bathe in boiling water,Person is ordered to bathe in a boiling liquid or to jump into fire but he remains unharmed. Usually the adversary attempts to repeat the trick but dies ,True,35,0.03779697624190065
1201,k27h_10,A task: to carve a bench,A task: to carve a bench decorated with representa­tion of the head of the father(or mother)-in-law that is always concealed,True,9,0.009719222462203024
1202,k27hh_10,To sort grain,A task-giver asks to sort a large amount or small particles of different kind (usually seeds of different plants) mixed in container or to count such particles or to pick up the spilled grains,True,87,0.0939524838012959
1203,k27i_10,Task: to dry a body of water,A task: to dry a body of water,True,9,0.009719222462203024
1204,k27k_10,Diving contest,A contest: to dive deep or for a long time,True,23,0.024838012958963283
1205,k27l_10,Task: to get object from bottom of body of water,A task: to get an object from the bottom of a water body,True,13,0.014038876889848811
1206,k27l1_10,k27l1_10,,False,7,0.00755939524838013
1207,k27ll_10,Water covered with ice,"When hero dives, the antagonist covers the water surface with ice or net",True,7,0.00755939524838013
1208,k27m_10,Task: to kill an animal of unusual color,A task: to kill an animal of special (often unusual) color or form,True,32,0.03455723542116631
1209,k27n_10,Tasks of the in-laws,Father or other kinsmen of hero's wife or bride try to kill or test him and/or suggest him difficult tasks,True,337,0.36393088552915764
1210,k27n1_10,Task-giver is a king or a chief,"Person who gives difficult tasks to the hero is a prominent figure in social hierarchy, i.e. a head of political unit of community- or higher level and not a mythical being",True,197,0.21274298056155508
1211,k27n3a_10,k27n3a_10,,False,49,0.052915766738660906
1212,k27n3b_10,k27n3b_10,,False,46,0.04967602591792657
1213,k27n3c_10,k27n3c_10,,False,42,0.04535637149028078
1214,k27nn_10,Envious minister,Not the powerful person himself but his official or adviser tries to get rid of the hero and suggests that the person should give the hero difficult tasks,True,64,0.06911447084233262
1215,k27o_10,Ball game,A contest: ball game,True,38,0.04103671706263499
1216,k27p_10,Antagonist mourns loss of his helpers,"The antagonist sends the hero to the place where he is attacked by dangerous creatures. The hero kills them and brings to the antagonist. The creatures are the antagonist's relatives, pets, or helpers, therefore he or she mourns their death or revives them",True,37,0.03995680345572354
1217,k27p1_10,Antagonist in animal guise,Antagonist asks the hero to kill or to tame a dangerous animal or not to kill certain animal during a hunt. This animal is the antagonist himself (or his daughter or wife),True,34,0.0367170626349892
1218,k27q_10,Task: to bring milk of dangerous animal,A task: to bring milk of dangerous animal,True,51,0.0550755939524838
1219,k27r_10,света,To visit the world of the dead,True,54,0.058315334773218146
1220,k27s_10,Contest: a race,Contest: a race,True,100,0.1079913606911447
1221,k27ss_10,To overcome an old woman,A mighty man has to wrestle or race with an old woman who proves to be very strong,True,16,0.017278617710583154
1222,k27t_10,Climbing contest,A contest: to climb a pole or tree,True,14,0.01511879049676026
1223,k27u_10,Hide-and-seek,Hero and his adversary play hide-and-seek. The hero finds his adversary but the adversary cannot find him,True,64,0.06911447084233262
1224,k27u1_10,One day from conception to birth,A demand is brought up that a baby would be born the next day after conception or would talk immediately after the birth,True,12,0.012958963282937365
1225,k27v_10,Task: to hit an aim,"A task: to hit with an arrow or a stone an animal, a bird, or object (usually placed at the top of a tree or pole)",True,17,0.0183585313174946
1226,k27v1_10,Dancing apples,"A task: to bring objects (usually fruits) that act like people, i.e. dance, sing and the like",True,15,0.016198704103671708
1227,k27w_10,Monster brought by the hero kills the task-giver,"Task-giver asks to bring him dangerous being or object possessed by a moster or deity. Hero fulfills the task. The beast, monster, deity or the object itself kills the task-giver",True,37,0.03995680345572354
1228,k27x_10,Former husband of magic wife,"A man marries a non-human woman. In her world, she has another husband or suitor. She returns to her world, human husband follows her. He stands tests and/or fights with local inhabitants, gets his wife back",True,18,0.019438444924406047
1229,k27x1_10,Invisible servant (“Bring don’t know what”),Hero receives a difficult task (usually to bring an object or creature that have no particular indications and properties) and comes across an invisible person who is a powerful and well-disposed servant to anybody who becomes his master. The hero is kind with him and the person helps him,True,30,0.032397408207343416
1230,k27x2_10,To steal an egg from under a bird,"Person is able to steal an egg (a nestling, to put it back) from under the bird (to change the bird’s feather; to steal an embryo from animal’s womb, etc.)",True,36,0.038876889848812095
1231,k27x3_10,The man persecuted because of his beautiful bride,A powerful person coverts a beautiful bride or wife of a man and gives him impossible tasks to get rid of him,True,78,0.08423326133909287
1232,k27x4_10,To climb a tree with a full glass in hand,"Person must climb a tree (pole, rock) with a full open vessel in hand and not a drop should be spilled",True,8,0.008639308855291577
1233,k27y_10,To get material for making bow and arrows,"Hero is sent or sets off by his own will to get two or more different materials needed for making bow and arrows (wood or reed for shafts, feathers, tendons for string, flint for points, paint to paint the shafts, gum to stick points to the shafts)",True,25,0.026997840172786176
1234,k27yy_10,To get a bird from a tree,"Hero is sent to a dangerous tree or rock to bring feathers, nestling, fruits, bark, etc.",True,24,0.02591792656587473
1235,k27z_10,Game of chance,Confrontation between the hero and his antagonist has a from of a game of chance,True,33,0.035637149028077755
1236,k27z1_10,"Not to take a cage, a bridle","Trying to steal a wonderful bird (horse), hero breaks his helper’s instruction (usually not to take anything else besides the animal or object itself) and is caught but released on condition that he brings another wonderful object. Situation is repeated and the last task is to bring a girl. Ultimately the hero gets both the girl and all the objects",True,18,0.019438444924406047
1237,k27z2_10,Wife gives birth to her husband’s son  while husband is absent,A man who is far away from his wife visits her using magic or a wife visits her husband incognito. She gives birth to his son but people believe she was untrue to her husband. Ultimately her chastity is recognized,True,13,0.014038876889848811
1238,k27z3_10,The cat with the candle,"A man trains a cat (monkey, dog) to hold lighted candle (lamp) on its head. When a mouse (a rat) runs through the room, the cat drops the candle and chases the mouse",True,37,0.03995680345572354
1239,k27z4_10,Trained animal of the gambler,"Person always wins a game thanks to a cat (or a mouse) who carries the lamp (or puts the light out in a certain moment). The hero releases a mouse (or correspondingly a cat), the cat runs after it and the person loses the game",True,21,0.02267818574514039
1240,k27z4a_10,k27z4a_10,,False,3,0.0032397408207343412
1241,k27z5_10,An agreement to marry the would be born children,"Two men agree to marry their future children if a girl and a boy will be born. The boy is poor or he loses his former status after his father’s death, the girl’s parents decide to evade the given obligation. The boy grows up and finds his bride",True,13,0.014038876889848811
1242,k27z6_10,The stone of patience,Being a victim of the injustice and after much suffering a young woman tells about her fate to certain inanimate objects (often it is “the stone of patience”) or her story is told by her husband. The woman is rescued and the justice restored,True,25,0.026997840172786176
1243,k27z7_10,k27z7_10,,False,11,0.011879049676025918
1244,k27zz_10,Ogress and blinded wives,"A married man marries another woman who is a transformed ogress/witch. Thanks to her intrigues other wives (the first wife) are blinded and/or confined in an underground hole. A son of one of them overcomes the ogress, returns sight to his mother and her sisters",True,22,0.023758099352051837
1245,k28_10,Father or uncle is rival and enemy,Maternal uncle or father (or grandfather if he replaces father who is not mentioned) of the young man is his rival or enemy and tries to kill him,True,171,0.18466522678185746
1246,k29a_10,Survives in a fire,"Hero demonstrates his supernatural abilities remaining alive in a burning hot chamber, stove, bonfire, among burning vegetation",True,151,0.1630669546436285
1247,k29b_10,Posthole murder,"Hero is asked to climb into a hole or pit. When he does it, they fill it with soil or throw down a post, a stone, etc. The hero demonstrates his magic capacities coming back uninjured",True,28,0.03023758099352052
1248,k29c_10,Brings tree that was fallen on him,"To kill a strong man, others fell a tree and hope that the man will be crashed when it falls on him, or they tie him to a tree. The man remains unharmed and brings the tree home",True,9,0.009719222462203024
1249,k29d_10,The drunk elephants,"When water in a spring is replaced with alcohol, a big animal becomes drunk and is caught",True,12,0.012958963282937365
1250,k30_10,Flying enemy abducts woman,Flying person or creature abducts a woman but is ultimately killed or the woman escapes from him,True,74,0.07991360691144708
1251,k30a_10,The chief’s wife and vultures,Wife of a chief abandons him with vultures (usually by her own will being untrue to her husband). The chief (Witoto: her own brother) brings her back,True,9,0.009719222462203024
1252,k31_10,Wooden seal,"Person makes a sea mammal or fish of wood, it carries another person or persons into the open sea or kills him or them",True,16,0.017278617710583154
1253,k32_10,The false wife,"An ugly, old, lazy, etc. woman or a male trickster comes to man under disguise of his wife, bride or (more rare) sister who is driven out, confined to the underworld, killed, etc.",True,240,0.2591792656587473
1254,k32a_10,Husband goes away for a moment,Man travels with his wife. The imposter replaces her when her husband goes away for a short time,True,16,0.017278617710583154
1255,k32b_10,Mother substitutes daughterMother takes the appearance of her daughter to replace her,,False,19,0.020518358531317494
1256,k32c_10,True wife turns into owl,"When the imposter takes place of the real wife, the latter turns into owl",True,8,0.008639308855291577
1257,k32d_10,True bride sent to work,"A girl (rare: boy) is walking to her or his relations or to her bridegroom. On the way the imposter lures her (him) to exchange clothes and takes her (his) place while the real girl (boy) is sent to look after crops or domestic animals. People hear her (his) song in which all the story is told. The deception is disclosed, the imposter killed",True,35,0.03779697624190065
1258,k32e_10,"Ones of gold, of silver, of wood",Negative person or place is contrasted with one or two positive ones as wood with silver and gold,True,6,0.0064794816414686825
1259,k32f_10,Bird-son rescues his adopted mother,"An evil spirit abandons a girl or a young woman in a tree or islet. She takes care for a nestling of bird of prey, he grows big, rescues her",True,6,0.0064794816414686825
1260,k32g_10,Punishment: torn apart by horses,"To punish an antagonist, he or she is tied to a horse (camel, bull) or to several horses (camels, etc.) who torn him or her apart",True,79,0.08531317494600432
1261,k32h_10,Punishment: buried alive,"To punish an antagonist, he or she is buried alive",True,11,0.011879049676025918
1262,k32i_10,Two sitters at the bed of a sleeping prince,A girl finds a body of a sleeping youth who will wake up at a certain time and marry  the girl who would sit nearby. Usually at the last moment the girl goes away for a time and the impostor takes her place.,True,21,0.02267818574514039
1263,k33_10,Drowned woman remains alive,"A young woman is transformed into an animal, pushed into the water, into the underworld or she herself has to plunge into water. She is not dead, answers a call, comes out to nurse her baby, to help her children. In most cases her husband discovers her, brings her back to earth or helps her to acquire her human form",True,138,0.1490280777537797
1264,k33a_10,Younger brother transformed into animal,"Siblings (most often younger brother and elder sister) leave their home. One of them (most often the brother, most rare several brothers) turn into animal (usually an ungulate) or (rare) a bird but (in the most cases) ultimately acquires his or her human form again",True,63,0.06803455723542116
1265,k33a1_10,Children born in a well,"Pregnant woman is thrown into a well (pond, hole, etc.) where she gives birth to a son (children). She and her children brought alive",True,17,0.0183585313174946
1266,k33b_10,Friends abandon a pretty girl,"A girl goes with her friends to a river, into a forest, etc. Other girls return home but the heroine has to remain or to go back to the forest, etc. She has a narrow escape from a dangerous creature. marries a supernatural being or a chief, or dies but is avenged",True,32,0.03455723542116631
1267,k33c_10,Girl from a fruit,Young man gets a girl who is inside a fruit or a flower,True,35,0.03779697624190065
1268,k33d_10,Donkey’s skin,"A man discovers that a beautiful girl hides herself under a guise of an ugly and dirty servant, under a skin of an animal or in an object that is brought into his house",True,70,0.0755939524838013
1269,k33e_10,Disappeared and returned children,Babies disappear but are ultimately returned to their mother or father grown up and in good health,True,30,0.032397408207343416
1270,k33f_10,Basin of honey and basin of oil,"Person promises to fill one basin (fountain, dry river-bed, etc.) with honey and another with oil (milk, etc.) if his wish would be granted. He fulfills the promise either really or formally (honey etc. from broken containers is spilled on earth) ",True,8,0.008639308855291577
1271,k33g_10,Fruits of two kinds,"One who eats certain fruit (leave, etc.) gets horns (long nose, etc.) or turns into an animal. After eating another fruit (leave) person recovers his or her normal body",True,49,0.052915766738660906
1272,k33h_10,"The cat, the dog and the magic object",A man obtains an object that fulfills desires. The object is stolen but brought back by the animals which had been formerly saved by the man,True,91,0.09827213822894168
1273,k34_10,Fatal swing,"Person kills others inviting them to sit on a swing and launching them into water, on rocks, etc.",True,48,0.05183585313174946
1274,k35_10,False husband,Imposter takes appearance of the hero to take his position and/or to marry or to violate a woman,True,75,0.08099352051835854
1275,k35a_10,Hero brands his rivals,"Person who is an excellent food provider or warrior agrees to let the others material proves of his exploits (the killed game, etc.) for the right to brand them or injure their bodies in a certain way or to take from them objects that they should not give off",True,49,0.052915766738660906
1276,k35b_10,The most delicious dish,"Hero gives his rivals the food provided by him by order of the king but the king finds this food poisonous, useless or tasteless while the food presented by the hero is excellent even if it looks not so good",True,17,0.0183585313174946
1277,k35c_10,Ogre in a well,An ogre (a dragon) kills everybody who comes to him. The hero is not killed but receives a reward because he greeted the ogre and/or gave a correct answer to his question,True,18,0.019438444924406047
1278,k36_10,"Герой (героиня) временно превращен(а) в животное (обычно в собаку/койота или в осла и т.д.). Обычно когда ему или ей помогают вернуть прежний облик, в животное превращен антагонист. В части текстов метаморфозу испытывает либо только герой, либо только антагонист",Bewitched into animal,True,98,0.10583153347732181
1279,k37_10,To recognize his own among several identical ones,"To return or to get his or her son, wife, husband, domestic animal or (rare) object, person must recognize her, him or it among several identical persons, animals or objects",True,130,0.14038876889848811
1280,k37a_10,To recognize a man,Person must recognize her (or his) son or husband among several identical persons or (if the son or husband is temporarily transformed) animals,True,37,0.03995680345572354
1281,k37c_10,To recognize an object or an animal,Person must recognize a particular object or animal among several similar objects or animals,True,6,0.0064794816414686825
1282,k37d_10,k37d_10,,False,6,0.0064794816414686825
1283,k38_10,Hero helps nestlings,"Person does good to nestlings of a powerful bird, the grateful mother bird helps him",True,89,0.09611231101511879
1284,k38a_10,White and black rams,"Getting to the underworld, hero should take a white ram (horse) which would carry him back to earth. By chance, he takes the black one which carries him even deeper to the lower level of the underworld",True,31,0.03347732181425486
1285,k38b_10,Snake threatens nestlings,A serpent or water monster regularly devours or injures children of powerful being (almost always: nestlings of giant bird). The bird has no power over the serpent but hero kills the monster,True,75,0.08099352051835854
1286,k38b1_10,"Bird steals colts, hero kills the serpent","Every time when a horse gives birth to wonderful colts, they are stolen by a giant bird. A hero goes to get the colts and kills a serpent that regularly devours nestlings of the giant bird",True,4,0.004319654427645789
1287,k38b2_10,"Birds carries hero to its place, hero kills the monster",Bird carries a man to its place where he kills a monster who regularly devoured the nestlings,True,6,0.0064794816414686825
1288,k38c_10,Bird carries hero to his destination,"Hero helps a powerful bird (usually does good to her nestlings), grateful bird carries him to the place where he is eager to get or tells to do it one of her nestlings",True,39,0.042116630669546434
1289,k38d_10,Monster blocks waters,A monster blocks sources of water and usually gives some in exchange for human victims or valuables. Hero kills the monster,True,68,0.0734341252699784
1290,k38e_10,"Of copper, of silver, of gold","Loci or objects of three (rare – four) different materials are mentioned in such a way that all of them have positive connotations though unequal value (copper, silver and gold; silver, gold and diamonds, etc.)",True,37,0.03995680345572354
1291,k38e1_10,Forest of metal trees,"Person travels across a forest with trees of two or more kinds of metal (copper, silver, etc.)",True,15,0.016198704103671708
1292,k38e2_8,The packed kingdom,"Coming back from the underworld, abducted princess puts objects that she used there (clothes, house, “kingdom”) into a small container (an egg, a ball, etc.) and brings them with her",True,12,0.012958963282937365
1293,k39_10,Man feeds his own flesh to his animal helper,"Person has to feed powerful creature (usually a giant bird) giving it regularly pieces of meat. When meat supply is exhausted, he cuts off a piece of his own flesh",True,75,0.08099352051835854
1294,k40_10,"One laughs, another weeps",Hero sees two persons or creatures one of which laughs and another cries. The one who cries will be eaten by monster today and the one who laughs he will be eaten tomorrow. The hero kills the monster,True,13,0.014038876889848811
1295,k41_10,Thunder against a serpent ,"Thunder or giant bird fights against a reptile, big water animal or other big and strong creature who lives in water or under the earth",True,70,0.0755939524838013
1296,k42_10,Bird-woman kills men (The loon-woman),"Bird-woman is energetically searching a man whom she likes, takes him by force for her husband. Turning into a monster, she kills men but is ultimately destroyed",True,10,0.01079913606911447
1297,k43a_10,Compassionate person saves fire,"People abandon a boy, a girl, brother and sister, a group of children, or a young family without fire and food. A compassionate person conceals hot coals for the outlaws in the abandoned camp",True,38,0.04103671706263499
1298,k43b_10,Bird brings some meat,"People abandon a boy, a girl, brother and sister, a group of children, or a young family without fire and food. The outlaws demonstrate supernatural powers or protectors providing food and lodging. While the abandoned persons have plenty of food other people starve. A person (often a bird like crow, magpie, sea-gull, etc.) visits the abandoned ones and brings from them some food home. This way people get to know that the abandoned ones prosper",True,24,0.02591792656587473
